patch_id,lat,lon,row_start,col_start,valid_fraction,risk_class,risk_label,risk_score,confidence,attn_Jun,attn_Jul,attn_Aug,attn_Sep,attn_Oct,attn_Nov
20323,16.027516720439472,80.48415363881068,5232,7584,1.0,0,Low Risk,0.3289,0.9995,0.0579,0.0941,0.05,0.0897,0.0527,0.6556
20324,16.027516720439472,80.48846555217445,5232,7632,1.0,0,Low Risk,0.274,1.0,0.0772,0.033,0.0355,0.0909,0.0454,0.718
20325,16.027516720439472,80.49277746553823,5232,7680,1.0,0,Low Risk,0.3989,0.9404,0.0873,0.037,0.0414,0.0936,0.0723,0.6684
20326,16.027516720439472,80.49708937890199,5232,7728,1.0,0,Low Risk,0.2716,1.0,0.0789,0.0326,0.0362,0.0911,0.0446,0.7167
20327,16.027516720439472,80.50140129226577,5232,7776,1.0,0,Low Risk,0.2614,1.0,0.0807,0.0284,0.0373,0.0884,0.0376,0.7276
20328,16.027516720439472,80.50571320562955,5232,7824,1.0,0,Low Risk,0.4014,0.9538,0.0927,0.0345,0.043,0.0839,0.0748,0.6711
20329,16.027516720439472,80.51002511899331,5232,7872,1.0,1,Medium Risk,0.483,0.8514,0.0883,0.0567,0.0487,0.0778,0.0757,0.6528
20330,16.027516720439472,80.51433703235709,5232,7920,1.0,0,Low Risk,0.2352,1.0,0.077,0.0294,0.034,0.0803,0.0299,0.7495
20331,16.027516720439472,80.51864894572087,5232,7968,1.0,0,Low Risk,0.2579,1.0,0.0622,0.037,0.0342,0.081,0.0312,0.7543
20332,16.027516720439472,80.52296085908463,5232,8016,1.0,0,Low Risk,0.3481,0.9998,0.0941,0.029,0.0401,0.0836,0.0302,0.723
20333,16.027516720439472,80.52727277244841,5232,8064,1.0,0,Low Risk,0.2397,1.0,0.031,0.1628,0.0355,0.0739,0.0277,0.6691
20334,16.027516720439472,80.53158468581219,5232,8112,1.0,0,Low Risk,0.282,1.0,0.0347,0.2242,0.061,0.0711,0.0312,0.5778
20335,16.027516720439472,80.53589659917596,5232,8160,1.0,0,Low Risk,0.2962,0.9999,0.0406,0.2054,0.0517,0.075,0.0346,0.5928
20336,16.027516720439472,80.54020851253973,5232,8208,1.0,0,Low Risk,0.2811,1.0,0.0325,0.1847,0.04,0.0775,0.0314,0.634
20337,16.027516720439472,80.54452042590351,5232,8256,1.0,0,Low Risk,0.3058,1.0,0.059,0.0543,0.0334,0.0898,0.0404,0.7231
20338,16.027516720439472,80.54883233926728,5232,8304,1.0,0,Low Risk,0.2791,1.0,0.0836,0.0297,0.0369,0.0869,0.0428,0.7201
20339,16.027516720439472,80.55314425263106,5232,8352,1.0,0,Low Risk,0.2859,1.0,0.0868,0.0277,0.0364,0.0876,0.0441,0.7174
20340,16.027516720439472,80.55745616599482,5232,8400,1.0,0,Low Risk,0.3406,0.9984,0.0898,0.0341,0.0391,0.0915,0.0637,0.6818
20341,16.027516720439472,80.5617680793586,5232,8448,1.0,0,Low Risk,0.2754,1.0,0.0815,0.0303,0.0348,0.093,0.0442,0.7161
20342,16.027516720439472,80.56607999272238,5232,8496,1.0,0,Low Risk,0.2539,1.0,0.0886,0.0259,0.0359,0.0885,0.0319,0.7291
20343,16.027516720439472,80.57039190608614,5232,8544,1.0,0,Low Risk,0.2492,1.0,0.0856,0.0278,0.0399,0.0848,0.0339,0.728
20344,16.027516720439472,80.57470381944992,5232,8592,1.0,0,Low Risk,0.2732,1.0,0.0716,0.0352,0.0357,0.0906,0.0453,0.7216
20345,16.027516720439472,80.5790157328137,5232,8640,1.0,0,Low Risk,0.3075,0.9998,0.0872,0.0286,0.0388,0.0876,0.056,0.7018
20346,16.027516720439472,80.58332764617747,5232,8688,1.0,0,Low Risk,0.2678,1.0,0.0836,0.0252,0.0374,0.0836,0.0387,0.7314
20347,16.027516720439472,80.58763955954124,5232,8736,1.0,0,Low Risk,0.2589,1.0,0.0882,0.0247,0.0403,0.0791,0.0328,0.7349
20348,16.027516720439472,80.59195147290502,5232,8784,1.0,0,Low Risk,0.3398,0.9998,0.0898,0.0305,0.0408,0.0826,0.039,0.7173
20349,16.027516720439472,80.59626338626879,5232,8832,1.0,0,Low Risk,0.3676,0.999,0.072,0.0729,0.0482,0.0829,0.0516,0.6724
20350,16.023204807075697,79.80287132733443,5280,0,1.0,0,Low Risk,0.4374,0.8367,0.0858,0.0973,0.0472,0.1854,0.0757,0.5086
20351,16.023204807075697,79.80718324069821,5280,48,1.0,0,Low Risk,0.3081,0.9998,0.1054,0.0472,0.0217,0.1775,0.0695,0.5787
20352,16.023204807075697,79.81149515406197,5280,96,1.0,0,Low Risk,0.4002,0.9928,0.0972,0.0855,0.0382,0.1953,0.1028,0.481
20353,16.023204807075697,79.81580706742575,5280,144,1.0,0,Low Risk,0.3188,0.9998,0.0141,0.1154,0.1764,0.1169,0.1263,0.4509
20354,16.023204807075697,79.82011898078953,5280,192,1.0,0,Low Risk,0.3181,0.9998,0.0143,0.1155,0.1784,0.1125,0.106,0.4731
20355,16.023204807075697,79.8244308941533,5280,240,1.0,0,Low Risk,0.4127,0.9692,0.0456,0.1763,0.1448,0.1291,0.0689,0.4354
20356,16.023204807075697,79.82874280751707,5280,288,1.0,1,Medium Risk,0.4889,0.967,0.0959,0.129,0.0635,0.1834,0.0754,0.4528
20357,16.023204807075697,79.83305472088085,5280,336,1.0,1,Medium Risk,0.4708,0.5909,0.0867,0.1239,0.0865,0.1649,0.0865,0.4514
20358,16.023204807075697,79.83736663424462,5280,384,1.0,1,Medium Risk,0.5204,0.9896,0.0892,0.1003,0.0529,0.1718,0.0524,0.5335
20359,16.023204807075697,79.8416785476084,5280,432,1.0,1,Medium Risk,0.509,0.984,0.077,0.13,0.0679,0.1587,0.0565,0.5099
20360,16.023204807075697,79.84599046097216,5280,480,1.0,1,Medium Risk,0.5056,0.9879,0.0806,0.1744,0.0734,0.1361,0.0794,0.4561
20361,16.023204807075697,79.85030237433594,5280,528,1.0,0,Low Risk,0.4583,0.6712,0.0388,0.1571,0.1441,0.1195,0.1544,0.3861
20362,16.023204807075697,79.85461428769972,5280,576,1.0,1,Medium Risk,0.4633,0.5054,0.0643,0.0985,0.0934,0.1708,0.155,0.418
20363,16.023204807075697,79.85892620106348,5280,624,1.0,0,Low Risk,0.2823,1.0,0.0133,0.0596,0.1018,0.1607,0.182,0.4826
20364,16.023204807075697,79.86323811442726,5280,672,1.0,0,Low Risk,0.4277,0.9498,0.0431,0.0856,0.1058,0.1419,0.1466,0.4771
20365,16.023204807075697,79.86755002779104,5280,720,1.0,0,Low Risk,0.3845,0.9966,0.0263,0.0689,0.1097,0.147,0.1983,0.4498
20366,16.023204807075697,79.8718619411548,5280,768,1.0,0,Low Risk,0.3607,0.9992,0.0162,0.087,0.1683,0.131,0.1863,0.4112
20367,16.023204807075697,79.87617385451858,5280,816,1.0,0,Low Risk,0.3248,0.9997,0.0116,0.0738,0.1921,0.1734,0.145,0.4041
20368,16.023204807075697,79.88048576788236,5280,864,1.0,0,Low Risk,0.3318,0.9995,0.0242,0.0529,0.1088,0.1259,0.1355,0.5527
20369,16.023204807075697,79.88479768124613,5280,912,1.0,0,Low Risk,0.4082,0.9843,0.0589,0.0705,0.1246,0.1035,0.1461,0.4964
20370,16.023204807075697,79.8891095946099,5280,960,1.0,1,Medium Risk,0.4684,0.6013,0.0939,0.0816,0.1383,0.0854,0.1488,0.4519
20371,16.023204807075697,79.89342150797368,5280,1008,1.0,1,Medium Risk,0.4896,0.9739,0.0768,0.0915,0.1363,0.1201,0.1382,0.4371
20372,16.023204807075697,79.89773342133745,5280,1056,1.0,0,Low Risk,0.4016,0.9898,0.035,0.1016,0.1221,0.1184,0.1637,0.4591
20373,16.023204807075697,79.90204533470123,5280,1104,1.0,1,Medium Risk,0.4832,0.9164,0.0445,0.0652,0.1261,0.0793,0.203,0.4819
20374,16.023204807075697,79.90635724806499,5280,1152,1.0,0,Low Risk,0.4405,0.9125,0.068,0.0717,0.2039,0.0901,0.2358,0.3305
20375,16.023204807075697,79.91066916142877,5280,1200,1.0,0,Low Risk,0.4169,0.9818,0.0633,0.0475,0.2205,0.1306,0.236,0.3021
20376,16.023204807075697,79.91498107479255,5280,1248,1.0,0,Low Risk,0.4435,0.8251,0.093,0.0245,0.2036,0.1186,0.2776,0.2826
20377,16.023204807075697,79.91929298815631,5280,1296,1.0,0,Low Risk,0.4098,0.9892,0.0768,0.0427,0.1623,0.1131,0.2545,0.3506
20378,16.023204807075697,79.9236049015201,5280,1344,1.0,0,Low Risk,0.4393,0.9115,0.0635,0.0773,0.1373,0.1027,0.1669,0.4522
20379,16.023204807075697,79.92791681488387,5280,1392,1.0,1,Medium Risk,0.4851,0.9742,0.1052,0.0615,0.1526,0.1344,0.1828,0.3635
20380,16.023204807075697,79.93222872824764,5280,1440,1.0,0,Low Risk,0.4361,0.9102,0.0934,0.0592,0.1003,0.1406,0.158,0.4485
20381,16.023204807075697,79.93654064161142,5280,1488,1.0,0,Low Risk,0.387,0.9947,0.1012,0.0558,0.0701,0.1692,0.1721,0.4316
20382,16.023204807075697,79.9408525549752,5280,1536,1.0,1,Medium Risk,0.5571,0.9997,0.1508,0.0742,0.1088,0.1445,0.2331,0.2885
20383,16.023204807075697,79.94516446833896,5280,1584,1.0,1,Medium Risk,0.5631,0.9995,0.1234,0.0887,0.1123,0.1483,0.1529,0.3744
20384,16.023204807075697,79.94947638170274,5280,1632,1.0,1,Medium Risk,0.5877,0.9667,0.1037,0.0688,0.1577,0.1401,0.1679,0.3617
20385,16.023204807075697,79.95378829506652,5280,1680,1.0,1,Medium Risk,0.49,0.9834,0.079,0.057,0.096,0.1401,0.1238,0.5041
20386,16.023204807075697,79.95810020843028,5280,1728,1.0,1,Medium Risk,0.5548,0.998,0.096,0.1089,0.116,0.1205,0.1118,0.4468
20387,16.023204807075697,79.96241212179406,5280,1776,1.0,1,Medium Risk,0.4964,0.9865,0.101,0.0826,0.1008,0.1302,0.0944,0.4911
20388,16.023204807075697,79.96672403515782,5280,1824,1.0,1,Medium Risk,0.4986,0.9948,0.1264,0.0397,0.088,0.1527,0.1622,0.431
20389,16.023204807075697,79.9710359485216,5280,1872,1.0,1,Medium Risk,0.499,0.9944,0.1195,0.0287,0.0794,0.1327,0.2608,0.3788
20390,16.023204807075697,79.97534786188538,5280,1920,1.0,1,Medium Risk,0.5009,0.9941,0.1064,0.0245,0.1282,0.1174,0.307,0.3163
20391,16.023204807075697,79.97965977524915,5280,1968,1.0,1,Medium Risk,0.5078,0.9934,0.0664,0.0471,0.1121,0.0975,0.1069,0.5699
20392,16.023204807075697,79.98397168861293,5280,2016,1.0,0,Low Risk,0.4242,0.828,0.0587,0.0244,0.0817,0.0737,0.0764,0.685
20393,16.023204807075697,79.9882836019767,5280,2064,1.0,0,Low Risk,0.4585,0.5123,0.0859,0.0516,0.1752,0.1328,0.1921,0.3624
20394,16.023204807075697,79.99259551534047,5280,2112,1.0,0,Low Risk,0.4409,0.9208,0.054,0.1012,0.1583,0.1071,0.1602,0.4192
20395,16.023204807075697,79.99690742870425,5280,2160,1.0,1,Medium Risk,0.4782,0.8919,0.0683,0.0368,0.1491,0.074,0.0873,0.5844
20396,16.023204807075697,80.00121934206803,5280,2208,1.0,0,Low Risk,0.3102,0.9997,0.0653,0.0314,0.1572,0.0605,0.1138,0.5718
20397,16.023204807075697,80.00553125543179,5280,2256,1.0,0,Low Risk,0.3266,0.9993,0.0706,0.0743,0.148,0.0721,0.1182,0.5169
20398,16.023204807075697,80.00984316879557,5280,2304,1.0,0,Low Risk,0.368,0.9885,0.0751,0.0804,0.1351,0.0789,0.0822,0.5484
20399,16.023204807075697,80.01415508215935,5280,2352,1.0,0,Low Risk,0.4504,0.5041,0.0609,0.0325,0.121,0.0852,0.0933,0.6072
20400,16.023204807075697,80.01846699552311,5280,2400,1.0,1,Medium Risk,0.5136,0.7835,0.0675,0.0313,0.0984,0.07,0.0839,0.6488
20401,16.023204807075697,80.02277890888689,5280,2448,1.0,0,Low Risk,0.3185,0.9994,0.0572,0.0883,0.123,0.063,0.0882,0.5803
20402,16.023204807075697,80.02709082225066,5280,2496,1.0,0,Low Risk,0.3069,0.9998,0.0449,0.0855,0.1291,0.0461,0.1209,0.5734
20403,16.023204807075697,80.03140273561444,5280,2544,1.0,0,Low Risk,0.3345,0.9991,0.0724,0.0778,0.143,0.0564,0.1085,0.5418
20404,16.023204807075697,80.03571464897821,5280,2592,1.0,0,Low Risk,0.2609,1.0,0.0509,0.0747,0.1461,0.0749,0.1473,0.5062
20405,16.023204807075697,80.04002656234198,5280,2640,1.0,0,Low Risk,0.2427,1.0,0.0637,0.0573,0.123,0.101,0.162,0.4931
20406,16.023204807075697,80.04433847570576,5280,2688,1.0,0,Low Risk,0.2821,1.0,0.0541,0.0933,0.1241,0.1128,0.1262,0.4895
20407,16.023204807075697,80.04865038906954,5280,2736,1.0,0,Low Risk,0.2027,1.0,0.0392,0.1451,0.1063,0.1103,0.1122,0.4868
20408,16.023204807075697,80.0529623024333,5280,2784,1.0,0,Low Risk,0.2456,1.0,0.0429,0.1522,0.1165,0.091,0.089,0.5085
20409,16.023204807075697,80.05727421579708,5280,2832,1.0,0,Low Risk,0.3992,0.9257,0.0554,0.0756,0.1374,0.0943,0.0702,0.5672
20410,16.023204807075697,80.06158612916086,5280,2880,1.0,1,Medium Risk,0.5088,0.9829,0.0634,0.0549,0.1561,0.0938,0.087,0.5447
20411,16.023204807075697,80.06589804252462,5280,2928,1.0,1,Medium Risk,0.5331,0.9952,0.085,0.0445,0.1544,0.0981,0.1133,0.5048
20412,16.023204807075697,80.0702099558884,5280,2976,1.0,0,Low Risk,0.4132,0.8643,0.0835,0.0259,0.1229,0.0722,0.0986,0.597
20413,16.023204807075697,80.07452186925218,5280,3024,1.0,0,Low Risk,0.3032,0.9996,0.0647,0.0416,0.1188,0.0755,0.1015,0.598
20414,16.023204807075697,80.07883378261594,5280,3072,1.0,0,Low Risk,0.4083,0.896,0.0732,0.0339,0.1681,0.072,0.1009,0.5518
20415,16.023204807075697,80.08314569597972,5280,3120,1.0,1,Medium Risk,0.4982,0.9609,0.1147,0.0309,0.1748,0.0631,0.1479,0.4686
20416,16.023204807075697,80.08745760934349,5280,3168,1.0,1,Medium Risk,0.5243,0.9871,0.1184,0.028,0.1563,0.0751,0.1198,0.5024
20417,16.023204807075697,80.09176952270727,5280,3216,1.0,0,Low Risk,0.4274,0.7463,0.112,0.0243,0.1459,0.0705,0.1063,0.541
20418,16.023204807075697,80.09608143607105,5280,3264,1.0,1,Medium Risk,0.5666,0.974,0.1027,0.0272,0.1398,0.07,0.115,0.5454
20419,16.023204807075697,80.10039334943481,5280,3312,1.0,1,Medium Risk,0.607,0.5967,0.1215,0.0343,0.1622,0.0758,0.1868,0.4194
20420,16.023204807075697,80.10470526279859,5280,3360,1.0,1,Medium Risk,0.5976,0.8145,0.1275,0.0296,0.1585,0.0821,0.1687,0.4336
20421,16.023204807075697,80.10901717616237,5280,3408,1.0,2,High Risk,0.6465,0.9351,0.1101,0.0291,0.1335,0.0653,0.0805,0.5815
20422,16.023204807075697,80.11332908952613,5280,3456,1.0,2,High Risk,0.6495,0.9076,0.0966,0.0228,0.1278,0.0682,0.0746,0.6101
20423,16.023204807075697,80.11764100288991,5280,3504,1.0,2,High Risk,0.6191,0.7967,0.098,0.0173,0.1161,0.0804,0.084,0.6043
20424,16.023204807075697,80.12195291625369,5280,3552,1.0,0,Low Risk,0.3637,0.9961,0.0738,0.0502,0.115,0.0864,0.1221,0.5524
20425,16.023204807075697,80.12626482961745,5280,3600,1.0,0,Low Risk,0.4456,0.5974,0.0791,0.0365,0.1337,0.0984,0.0979,0.5544
20426,16.023204807075697,80.13057674298123,5280,3648,1.0,1,Medium Risk,0.5243,0.9599,0.089,0.0225,0.1129,0.0696,0.0925,0.6135
20427,16.023204807075697,80.13488865634501,5280,3696,1.0,1,Medium Risk,0.4746,0.8345,0.1073,0.0277,0.1278,0.0781,0.0843,0.5748
20428,16.023204807075697,80.13920056970878,5280,3744,1.0,1,Medium Risk,0.5689,0.9058,0.0901,0.021,0.1151,0.0567,0.089,0.628
20429,16.023204807075697,80.14351248307256,5280,3792,1.0,1,Medium Risk,0.5598,0.9047,0.086,0.0212,0.1101,0.0587,0.0867,0.6373
20430,16.023204807075697,80.14782439643632,5280,3840,1.0,2,High Risk,0.6142,0.7684,0.087,0.02,0.1059,0.0583,0.0775,0.6513
20431,16.023204807075697,80.1521363098001,5280,3888,1.0,2,High Risk,0.6177,0.7863,0.0892,0.0224,0.1185,0.0595,0.0791,0.6314
20432,16.023204807075697,80.15644822316388,5280,3936,1.0,1,Medium Risk,0.5656,0.4764,0.0812,0.0177,0.1093,0.0554,0.0863,0.6502
20433,16.023204807075697,80.16076013652764,5280,3984,1.0,0,Low Risk,0.408,0.9494,0.0741,0.022,0.1067,0.0621,0.1132,0.6219
20434,16.023204807075697,80.16507204989142,5280,4032,1.0,1,Medium Risk,0.5517,0.6141,0.0771,0.0195,0.097,0.0565,0.0991,0.6508
20435,16.023204807075697,80.1693839632552,5280,4080,1.0,2,High Risk,0.5723,0.5167,0.0846,0.019,0.0796,0.0594,0.0805,0.6769
20436,16.023204807075697,80.17369587661896,5280,4128,1.0,1,Medium Risk,0.4891,0.8948,0.0878,0.0222,0.095,0.0646,0.069,0.6614
20437,16.023204807075697,80.17800778998274,5280,4176,1.0,1,Medium Risk,0.546,0.9163,0.0879,0.017,0.0922,0.0703,0.0787,0.654
20438,16.023204807075697,80.18231970334652,5280,4224,1.0,2,High Risk,0.5853,0.5821,0.0898,0.0187,0.1152,0.058,0.0867,0.6316
20439,16.023204807075697,80.18663161671029,5280,4272,1.0,1,Medium Risk,0.4955,0.783,0.085,0.018,0.1092,0.0615,0.1073,0.6191
20440,16.023204807075697,80.19094353007407,5280,4320,1.0,1,Medium Risk,0.4852,0.7673,0.0914,0.0193,0.1213,0.0515,0.1052,0.6113
20441,16.023204807075697,80.19525544343784,5280,4368,1.0,1,Medium Risk,0.534,0.869,0.0889,0.0191,0.1191,0.0512,0.0987,0.623
20442,16.023204807075697,80.19956735680161,5280,4416,1.0,1,Medium Risk,0.5701,0.5373,0.0917,0.0186,0.119,0.0557,0.0778,0.6372
20443,16.023204807075697,80.20387927016539,5280,4464,1.0,1,Medium Risk,0.4714,0.5579,0.082,0.0203,0.1086,0.053,0.1151,0.621
20444,16.023204807075697,80.20819118352915,5280,4512,1.0,0,Low Risk,0.4351,0.8392,0.0718,0.0181,0.0907,0.0559,0.1055,0.658
20445,16.023204807075697,80.21250309689293,5280,4560,1.0,1,Medium Risk,0.4928,0.7299,0.0607,0.025,0.0977,0.0539,0.1117,0.651
20446,16.023204807075697,80.21681501025671,5280,4608,1.0,1,Medium Risk,0.5687,0.5449,0.0777,0.0196,0.1037,0.0593,0.095,0.6447
20447,16.023204807075697,80.22112692362047,5280,4656,1.0,2,High Risk,0.5849,0.5626,0.0732,0.023,0.1213,0.0645,0.0881,0.63
20448,16.023204807075697,80.22543883698425,5280,4704,1.0,2,High Risk,0.6016,0.6224,0.0456,0.0414,0.1109,0.0602,0.0768,0.6651
20449,16.023204807075697,80.22975075034803,5280,4752,1.0,1,Medium Risk,0.5702,0.6021,0.0472,0.056,0.0966,0.0497,0.094,0.6564
20450,16.023204807075697,80.2340626637118,5280,4800,1.0,1,Medium Risk,0.5487,0.7579,0.0554,0.0514,0.1189,0.0307,0.1208,0.6228
20451,16.023204807075697,80.23837457707558,5280,4848,1.0,2,High Risk,0.6556,0.8238,0.0658,0.0444,0.1473,0.0288,0.1285,0.5852
20452,16.023204807075697,80.24268649043935,5280,4896,1.0,2,High Risk,0.6155,0.4877,0.0512,0.0556,0.1419,0.0286,0.1194,0.6032
20453,16.023204807075697,80.24699840380312,5280,4944,1.0,2,High Risk,0.7252,0.9939,0.0601,0.0436,0.1392,0.0298,0.1031,0.6242
20454,16.023204807075697,80.2513103171669,5280,4992,1.0,2,High Risk,0.7286,0.9946,0.0605,0.0291,0.1137,0.0677,0.0825,0.6464
20455,16.023204807075697,80.25562223053066,5280,5040,1.0,2,High Risk,0.7153,0.9911,0.0548,0.0365,0.0531,0.0595,0.0829,0.7131
20456,16.023204807075697,80.25993414389444,5280,5088,1.0,2,High Risk,0.735,0.9932,0.0734,0.0434,0.0431,0.0273,0.1108,0.7021
20457,16.023204807075697,80.26424605725822,5280,5136,1.0,2,High Risk,0.7303,0.9958,0.0813,0.0316,0.1075,0.0377,0.0791,0.6627
20458,16.023204807075697,80.26855797062198,5280,5184,1.0,2,High Risk,0.7286,0.9936,0.0815,0.0274,0.1363,0.0385,0.0643,0.6519
20459,16.023204807075697,80.27286988398576,5280,5232,1.0,2,High Risk,0.7368,0.9949,0.1063,0.0235,0.0759,0.0222,0.0735,0.6986
20460,16.023204807075697,80.27718179734954,5280,5280,1.0,2,High Risk,0.7666,0.9973,0.1221,0.0237,0.0505,0.0268,0.0951,0.6818
20461,16.023204807075697,80.2814937107133,5280,5328,1.0,2,High Risk,0.7598,0.9974,0.119,0.0231,0.0503,0.0312,0.11,0.6666
20462,16.023204807075697,80.28580562407708,5280,5376,1.0,2,High Risk,0.7503,0.9972,0.1112,0.0227,0.0474,0.0277,0.1109,0.68
20463,16.023204807075697,80.29011753744086,5280,5424,1.0,2,High Risk,0.7934,0.9992,0.1292,0.0235,0.0577,0.0325,0.1022,0.6549
20464,16.023204807075697,80.29442945080463,5280,5472,1.0,2,High Risk,0.799,0.9993,0.1277,0.0223,0.0542,0.0334,0.0989,0.6635
20465,16.023204807075697,80.29874136416841,5280,5520,1.0,2,High Risk,0.8,0.9993,0.1163,0.02,0.0503,0.0338,0.109,0.6705
20466,16.023204807075697,80.30305327753219,5280,5568,1.0,2,High Risk,0.8011,0.9999,0.1047,0.0192,0.0435,0.0308,0.1157,0.6861
20467,16.023204807075697,80.30736519089595,5280,5616,1.0,2,High Risk,0.6934,0.9899,0.0708,0.0372,0.0403,0.0261,0.1121,0.7134
20468,16.023204807075697,80.31167710425973,5280,5664,1.0,1,Medium Risk,0.537,0.983,0.0402,0.0889,0.0376,0.0255,0.077,0.7309
20469,16.023204807075697,80.3159890176235,5280,5712,1.0,1,Medium Risk,0.5656,0.9506,0.0586,0.0628,0.0416,0.0252,0.0917,0.72
20470,16.023204807075697,80.32030093098727,5280,5760,1.0,2,High Risk,0.8178,0.9999,0.1387,0.0262,0.062,0.0308,0.0837,0.6585
20471,16.023204807075697,80.32461284435105,5280,5808,1.0,2,High Risk,0.6955,0.9889,0.0959,0.0292,0.0416,0.0288,0.1157,0.6887
20472,16.023204807075697,80.32892475771482,5280,5856,1.0,2,High Risk,0.6899,0.9834,0.0728,0.0342,0.0382,0.0322,0.137,0.6855
20473,16.023204807075697,80.3332366710786,5280,5904,1.0,2,High Risk,0.7006,0.9916,0.0702,0.0364,0.0383,0.0277,0.1177,0.7096
20474,16.023204807075697,80.33754858444237,5280,5952,1.0,2,High Risk,0.6551,0.9477,0.0642,0.0525,0.0405,0.0264,0.107,0.7093
20475,16.023204807075697,80.34186049780614,5280,6000,1.0,2,High Risk,0.7746,0.9997,0.0983,0.0222,0.0413,0.0286,0.1128,0.6969
20476,16.023204807075697,80.34617241116992,5280,6048,1.0,2,High Risk,0.7423,0.9992,0.1049,0.022,0.045,0.028,0.1151,0.685
20477,16.023204807075697,80.3504843245337,5280,6096,1.0,1,Medium Risk,0.5737,0.9157,0.0742,0.0437,0.0396,0.0234,0.0836,0.7353
20478,16.023204807075697,80.35479623789746,5280,6144,1.0,1,Medium Risk,0.5491,0.9987,0.0758,0.0596,0.0439,0.0339,0.098,0.6887
20479,16.023204807075697,80.35910815126124,5280,6192,1.0,2,High Risk,0.7131,0.995,0.0837,0.0412,0.0434,0.0237,0.1146,0.6935
20480,16.023204807075697,80.36342006462502,5280,6240,1.0,2,High Risk,0.7714,0.9997,0.1056,0.027,0.0466,0.0264,0.1148,0.6797
20481,16.023204807075697,80.36773197798878,5280,6288,1.0,2,High Risk,0.7918,0.9999,0.0965,0.0292,0.0448,0.0298,0.118,0.6817
20482,16.023204807075697,80.37204389135256,5280,6336,1.0,2,High Risk,0.7943,0.9998,0.091,0.0304,0.046,0.0296,0.1246,0.6783
20483,16.023204807075697,80.37635580471633,5280,6384,1.0,2,High Risk,0.7878,0.9996,0.0665,0.0558,0.0426,0.0311,0.1224,0.6816
20484,16.023204807075697,80.3806677180801,5280,6432,1.0,2,High Risk,0.6527,0.9573,0.0472,0.0908,0.0431,0.0275,0.0883,0.703
20485,16.023204807075697,80.38497963144388,5280,6480,1.0,2,High Risk,0.7341,0.9985,0.0765,0.0366,0.0408,0.0322,0.1141,0.7
20486,16.023204807075697,80.38929154480765,5280,6528,1.0,1,Medium Risk,0.5854,0.8291,0.0773,0.045,0.0415,0.0284,0.0958,0.712
20487,16.023204807075697,80.39360345817143,5280,6576,1.0,1,Medium Risk,0.532,0.99,0.0783,0.072,0.0498,0.0369,0.072,0.6909
20488,16.023204807075697,80.3979153715352,5280,6624,1.0,1,Medium Risk,0.545,0.9521,0.0626,0.0544,0.0396,0.0235,0.0746,0.7453
20489,16.023204807075697,80.40222728489897,5280,6672,1.0,2,High Risk,0.702,0.991,0.1098,0.0336,0.0483,0.0236,0.0845,0.7002
20490,16.023204807075697,80.40653919826275,5280,6720,1.0,0,Low Risk,0.3183,0.9997,0.0917,0.0293,0.0424,0.0865,0.053,0.6972
20491,16.023204807075697,80.41085111162653,5280,6768,1.0,0,Low Risk,0.2379,1.0,0.0845,0.026,0.0401,0.0902,0.0383,0.721
20492,16.023204807075697,80.41516302499029,5280,6816,1.0,0,Low Risk,0.2415,1.0,0.0852,0.0263,0.0396,0.0908,0.0405,0.7177
20493,16.023204807075697,80.41947493835407,5280,6864,1.0,0,Low Risk,0.2772,1.0,0.0894,0.0282,0.0423,0.0927,0.0506,0.6968
20494,16.023204807075697,80.42378685171785,5280,6912,1.0,0,Low Risk,0.4152,0.921,0.0989,0.0344,0.0479,0.0952,0.0762,0.6474
20495,16.023204807075697,80.42809876508161,5280,6960,1.0,0,Low Risk,0.3157,0.9996,0.0759,0.0417,0.0417,0.0917,0.0592,0.6899
20496,16.023204807075697,80.4324106784454,5280,7008,1.0,0,Low Risk,0.2445,1.0,0.0747,0.0333,0.0375,0.0914,0.0375,0.7257
20497,16.023204807075697,80.43672259180916,5280,7056,1.0,0,Low Risk,0.2461,1.0,0.0781,0.0292,0.0396,0.0852,0.0336,0.7344
20498,16.023204807075697,80.44103450517294,5280,7104,1.0,0,Low Risk,0.2293,1.0,0.0893,0.0262,0.0446,0.0808,0.0302,0.7289
20499,16.023204807075697,80.44534641853672,5280,7152,1.0,0,Low Risk,0.2199,1.0,0.0788,0.0266,0.0438,0.0819,0.031,0.7379
20500,16.023204807075697,80.44965833190048,5280,7200,1.0,0,Low Risk,0.225,1.0,0.0837,0.0272,0.041,0.0823,0.0309,0.7349
20501,16.023204807075697,80.45397024526426,5280,7248,1.0,0,Low Risk,0.2423,1.0,0.0835,0.0263,0.0388,0.0811,0.0315,0.7387
20502,16.023204807075697,80.45828215862804,5280,7296,1.0,0,Low Risk,0.2432,1.0,0.0843,0.025,0.0388,0.0842,0.0318,0.736
20503,16.023204807075697,80.4625940719918,5280,7344,1.0,0,Low Risk,0.2414,1.0,0.0649,0.0338,0.0349,0.096,0.0368,0.7335
20504,16.023204807075697,80.46690598535558,5280,7392,1.0,0,Low Risk,0.2359,1.0,0.0786,0.0246,0.0363,0.0845,0.0296,0.7465
20505,16.023204807075697,80.47121789871936,5280,7440,1.0,0,Low Risk,0.2273,1.0,0.0782,0.0271,0.0367,0.0856,0.0327,0.7396
